,show_id,type,title,director,country,date_added,release_year,rating,duration,listed_in,listed_in1,listed_in2,listed_in3
158,s848,TV Show,Mad for Each Other,Not Given,Pakistan,2021-05-24,2021,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",International TV Shows, Romantic TV Shows, TV Comedies
159,s850,Movie,Sam Smith: Love Goes - Live at Abbey Road Studios,Not Given,Pakistan,2021-05-22,2020,TV-G,61 min,"International Movies, Music & Musicals",International Movies, Music & Musicals,0
160,s937,TV Show,Miniforce: Super Dino Power,Not Given,Pakistan,2021-05-01,2020,TV-Y7,1 Season,Kids' TV,Kids' TV,0,0
161,s928,TV Show,Barney and Friends,Not Given,Pakistan,2021-05-01,2010,TV-Y,2 Seasons,Kids' TV,Kids' TV,0,0
162,s958,TV Show,Pet Stars,Not Given,Pakistan,2021-04-30,2021,TV-PG,1 Season,Reality TV,Reality TV,0,0
163,s964,TV Show,The Unremarkable Juanquini,Not Given,Pakistan,2021-04-30,2021,TV-MA,2 Seasons,"International TV Shows, Spanish-Language TV Shows, TV Comedies",International TV Shows, Spanish-Language TV Shows, TV Comedies
164,s966,TV Show,Yasuke,Not Given,Pakistan,2021-04-29,2021,TV-MA,1 Season,"Anime Series, International TV Shows",Anime Series, International TV Shows,0
165,s968,TV Show,Headspace Guide to Sleep,Not Given,Pakistan,2021-04-28,2021,TV-G,1 Season,"Docuseries, Science & Nature TV",Docuseries, Science & Nature TV,0
166,s103,TV Show,Countdown: Inspiration4 Mission to Space,Jason Hehir,Not Given,2021-09-06,2021,TV-14,1 Season,"Docuseries, Science & Nature TV",Docuseries, Science & Nature TV,0
167,s104,Movie,Shadow Parties,Yemi Amodu,Not Given,2021-09-06,2020,TV-MA,117 min,"Dramas, International Movies, Thrillers",Dramas, International Movies, Thrillers
168,s111,TV Show,Money Heist: From Tokyo to Berlin,"Luis Alfaro, Javier Gómez Santander",Not Given,2021-09-03,2021,TV-MA,1 Season,"Docuseries, International TV Shows, Spanish-Language TV Shows",Docuseries, International TV Shows, Spanish-Language TV Shows
169,s116,Movie,Bright Star,Jane Campion,United Kingdom,2021-09-02,2009,PG,119 min,"Dramas, Romantic Movies",Dramas, Romantic Movies,0
170,s117,Movie,Dhanak,Nagesh Kukunoor,India,2021-09-02,2015,TV-PG,114 min,"Comedies, Dramas, Independent Movies",Comedies, Dramas, Independent Movies
171,s118,Movie,Final Account,Luke Holland,United Kingdom,2021-09-02,2021,PG-13,94 min,Documentaries,Documentaries,0,0
172,s119,Movie,Gurgaon,Shanker Raman,India,2021-09-02,2017,TV-14,106 min,"Dramas, International Movies, Thrillers",Dramas, International Movies, Thrillers
173,s120,Movie,Here and There,JP Habac,Philippines,2021-09-02,2020,TV-MA,99 min,"Dramas, International Movies, Romantic Movies",Dramas, International Movies, Romantic Movies
174,s129,Movie,Agatha Christie's Crooked House,Gilles Paquet-Brenner,France,2021-09-01,2017,PG-13,115 min,"Dramas, International Movies, Thrillers",Dramas, International Movies, Thrillers
175,s123,Movie,In the Cut,Jane Campion,United Kingdom,2021-09-02,2003,R,118 min,Thrillers,Thrillers,0,0
176,s1006,Movie,Keymon and Nani in Space Adventure,Not Given,Pakistan,2021-04-20,2013,TV-Y,76 min,"Children & Family Movies, Comedies",Children & Family Movies, Comedies,0
177,s1011,Movie,Rudra: The Rise of King Pharaoh,Not Given,Pakistan,2021-04-20,2019,TV-Y7,91 min,Children & Family Movies,Children & Family Movies,0,0
178,s1026,TV Show,Bakugan: Geogan Rising,Not Given,Pakistan,2021-04-16,2021,TV-Y7,1 Season,"Anime Series, Kids' TV",Anime Series, Kids' TV,0
179,s127,Movie,Shikara,Vidhu Vinod Chopra,India,2021-09-02,2020,TV-14,115 min,"Dramas, International Movies, Romantic Movies",Dramas, International Movies, Romantic Movies
180,s128,Movie,A Cinderella Story,Mark Rosman,United States,2021-09-01,2004,PG,95 min,"Children & Family Movies, Comedies",Children & Family Movies, Comedies,0
181,s130,Movie,An Unfinished Life,Lasse Hallström,Germany,2021-09-01,2005,PG-13,108 min,Dramas,Dramas,0,0
182,s132,Movie,Blade Runner: The Final Cut,Ridley Scott,United States,2021-09-01,1982,R,117 min,"Action & Adventure, Classic Movies, Cult Movies",Action & Adventure, Classic Movies, Cult Movies
183,s1029,Movie,Dad Stop Embarrassing Me - The Afterparty,Not Given,Pakistan,2021-04-16,2021,TV-14,37 min,Comedies,Comedies,0,0
184,s134,Movie,Chappie,Neill Blomkamp,South Africa,2021-09-01,2015,R,121 min,"Action & Adventure, Sci-Fi & Fantasy",Action & Adventure, Sci-Fi & Fantasy,0
185,s153,Movie,Janoskians: Untold and Untrue,Brett Weiner,United States,2021-09-01,2016,TV-MA,88 min,Comedies,Comedies,0,0
186,s1039,TV Show,Dancing Angels,Not Given,Pakistan,2021-04-15,2016,TV-PG,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",International TV Shows, Romantic TV Shows, TV Comedies
187,s1083,TV Show,Don't be the First one,Not Given,Pakistan,2021-04-11,2021,TV-14,1 Season,"International TV Shows, Reality TV",International TV Shows, Reality TV,0
188,s1095,TV Show,The Wedding Coach,Not Given,Pakistan,2021-04-07,2021,TV-MA,1 Season,"Reality TV, Romantic TV Shows",Reality TV, Romantic TV Shows,0
189,s1096,TV Show,This Is a Robbery: The World's Biggest Art Heist,Not Given,Pakistan,2021-04-07,2021,TV-MA,1 Season,"Crime TV Shows, Docuseries, TV Mysteries",Crime TV Shows, Docuseries, TV Mysteries
190,s1117,TV Show,Glimpses of a Future,Not Given,Pakistan,2021-04-01,2020,TV-PG,1 Season,"Docuseries, International TV Shows",Docuseries, International TV Shows,0
191,s1181,TV Show,Alien TV,Not Given,Pakistan,2021-03-19,2021,TV-Y7,2 Seasons,"Kids' TV, TV Comedies",Kids' TV, TV Comedies,0
192,s1225,TV Show,Last Chance U: Basketball,Not Given,Pakistan,2021-03-10,2021,TV-MA,1 Season,Docuseries,Docuseries,0,0
193,s1226,TV Show,Marriage or Mortgage,Not Given,Pakistan,2021-03-10,2021,TV-G,1 Season,"Reality TV, Romantic TV Shows",Reality TV, Romantic TV Shows,0
194,s1236,TV Show,Pokémon Journeys: The Series,Not Given,Pakistan,2021-03-05,2021,TV-Y7,4 Seasons,"Anime Series, Kids' TV, TV Action & Adventure",Anime Series, Kids' TV, TV Action & Adventure
195,s131,Movie,Barbie Big City Big Dreams,Scott Pleydell-Pearce,Not Given,2021-09-01,2021,TV-Y,63 min,"Children & Family Movies, Music & Musicals",Children & Family Movies, Music & Musicals,0
196,s135,Movie,Clear and Present Danger,Phillip Noyce,United States,2021-09-01,1994,PG-13,142 min,"Action & Adventure, Dramas",Action & Adventure, Dramas,0
197,s136,Movie,Cliffhanger,Renny Harlin,United States,2021-09-01,1993,R,113 min,Action & Adventure,Action & Adventure,0,0
198,s137,Movie,Cold Mountain,Anthony Minghella,United States,2021-09-01,2003,R,154 min,"Dramas, Romantic Movies",Dramas, Romantic Movies,0
199,s138,Movie,Crocodile Dundee in Los Angeles,Simon Wincer,Australia,2021-09-01,2001,PG,95 min,"Action & Adventure, Comedies",Action & Adventure, Comedies,0
200,s139,Movie,Dear John,Lasse Hallström,United States,2021-09-01,2010,PG-13,108 min,"Dramas, Romantic Movies",Dramas, Romantic Movies,0
201,s140,Movie,Do the Right Thing,Spike Lee,United States,2021-09-01,1989,R,120 min,"Classic Movies, Comedies, Dramas",Classic Movies, Comedies, Dramas
202,s141,Movie,"El patrón, radiografía de un crimen",Sebastián Schindel,Argentina,2021-09-01,2014,TV-MA,100 min,"Dramas, International Movies, Thrillers",Dramas, International Movies, Thrillers
203,s142,Movie,Extraction,Steven C. Miller,United States,2021-09-01,2015,R,82 min,Action & Adventure,Action & Adventure,0,0
204,s143,Movie,Freedom Writers,Richard LaGravenese,Germany,2021-09-01,2007,PG-13,124 min,Dramas,Dramas,0,0
205,s144,Movie,Green Lantern,Martin Campbell,United States,2021-09-01,2011,PG-13,114 min,"Action & Adventure, Sci-Fi & Fantasy",Action & Adventure, Sci-Fi & Fantasy,0
206,s145,Movie,House Party,Reginald Hudlin,United States,2021-09-01,1990,R,104 min,"Comedies, Cult Movies",Comedies, Cult Movies,0
207,s146,Movie,House Party 2,"George Jackson, Doug McHenry",United States,2021-09-01,1991,R,94 min,"Comedies, Cult Movies, Music & Musicals",Comedies, Cult Movies, Music & Musicals
208,s147,Movie,House Party 3,Eric Meza,United States,2021-09-01,1994,R,94 min,"Comedies, Music & Musicals",Comedies, Music & Musicals,0
209,s1263,Movie,Ginny & Georgia - The Afterparty,Not Given,Pakistan,2021-02-26,2021,TV-MA,35 min,"Comedies, Dramas",Comedies, Dramas,0
210,s150,Movie,I Got the Hook Up,Michael Martin,United States,2021-09-01,1998,R,93 min,"Action & Adventure, Comedies",Action & Adventure, Comedies,0
211,s151,Movie,In Too Deep,Michael Rymer,United States,2021-09-01,1999,R,97 min,Thrillers,Thrillers,0,0
212,s152,Movie,Initial D,"Andrew Lau Wai-keung, Alan Mak",China,2021-09-01,2005,TV-14,109 min,"Action & Adventure, International Movies",Action & Adventure, International Movies,0
213,s1272,TV Show,The Last Bastion,Not Given,Pakistan,2021-02-25,2018,TV-MA,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Dramas",International TV Shows, Spanish-Language TV Shows, TV Dramas
214,s1300,TV Show,Thus Spoke Kishibe Rohan,Not Given,Pakistan,2021-02-18,2021,TV-MA,1 Season,"Anime Series, International TV Shows",Anime Series, International TV Shows,0
215,s1443,TV Show,Korean Pork Belly Rhapsody,Not Given,Pakistan,2021-01-04,2020,TV-G,1 Season,"Docuseries, International TV Shows",Docuseries, International TV Shows,0
216,s156,Movie,Labyrinth,Jim Henson,United Kingdom,2021-09-01,1986,PG,101 min,"Action & Adventure, Children & Family Movies, Cult Movies",Action & Adventure, Children & Family Movies, Cult Movies
217,s157,Movie,Letters to Juliet,Gary Winick,United States,2021-09-01,2010,PG,105 min,"Comedies, Dramas, Romantic Movies",Comedies, Dramas, Romantic Movies
218,s158,Movie,Level 16,Danishka Esterhazy,Canada,2021-09-01,2018,TV-14,102 min,"Sci-Fi & Fantasy, Thrillers",Sci-Fi & Fantasy, Thrillers,0
219,s159,Movie,Love Don't Cost a Thing,Troy Byer,United States,2021-09-01,2003,PG-13,101 min,"Comedies, Romantic Movies",Comedies, Romantic Movies,0
220,s160,Movie,Love in a Puff,Pang Ho-cheung,Hong Kong,2021-09-01,2010,TV-MA,103 min,"Comedies, Dramas, International Movies",Comedies, Dramas, International Movies
221,s1463,TV Show,Running Man,Not Given,Pakistan,2021-01-01,2020,TV-Y7,1 Season,"Kids' TV, TV Comedies",Kids' TV, TV Comedies,0
222,s162,Movie,Mars Attacks!,Tim Burton,United States,2021-09-01,1996,PG-13,106 min,"Comedies, Cult Movies, Sci-Fi & Fantasy",Comedies, Cult Movies, Sci-Fi & Fantasy
223,s163,Movie,Marshall,Reginald Hudlin,United States,2021-09-01,2017,PG-13,118 min,Dramas,Dramas,0,0
224,s164,Movie,My Boss's Daughter,David Zucker,United States,2021-09-01,2003,R,86 min,"Comedies, Romantic Movies",Comedies, Romantic Movies,0
225,s165,Movie,Mystery Men,Kinka Usher,United States,2021-09-01,1999,PG-13,121 min,"Action & Adventure, Comedies",Action & Adventure, Comedies,0
226,s1472,Movie,Best of Stand-Up 2020,Not Given,Pakistan,2020-12-31,2020,TV-MA,77 min,Stand-Up Comedy,Stand-Up Comedy,0,0
227,s167,Movie,Once Upon a Time in America,Sergio Leone,Italy,2021-09-01,1984,R,229 min,"Classic Movies, Dramas",Classic Movies, Dramas,0
228,s168,Movie,Open Season 2,"Matthew O'Callaghan, Todd Wilderman",United States,2021-09-01,2008,PG,76 min,"Children & Family Movies, Comedies",Children & Family Movies, Comedies,0
229,s169,Movie,Osmosis Jones,"Bobby Farrelly, Peter Farrelly",United States,2021-09-01,2001,PG,95 min,"Action & Adventure, Children & Family Movies, Comedies",Action & Adventure, Children & Family Movies, Comedies
230,s170,Movie,Poseidon,Wolfgang Petersen,United States,2021-09-01,2006,PG-13,98 min,"Action & Adventure, Dramas",Action & Adventure, Dramas,0
231,s1483,TV Show,Transformers: War for Cybertron: Earthrise,Not Given,Pakistan,2020-12-30,2020,TV-Y7,1 Season,Anime Series,Anime Series,0,0
232,s1586,TV Show,Manhunt: Deadly Games,Not Given,Pakistan,2020-12-07,2020,TV-14,1 Season,"Crime TV Shows, TV Dramas, TV Mysteries",Crime TV Shows, TV Dramas, TV Mysteries
233,s1597,TV Show,The Great British Baking Show: Holidays,Not Given,Pakistan,2020-12-04,2020,TV-MA,3 Seasons,"British TV Shows, Reality TV",British TV Shows, Reality TV,0
234,s1669,TV Show,Heart & Soul,Not Given,Pakistan,2020-11-20,2019,TV-14,1 Season,"International TV Shows, TV Dramas",International TV Shows, TV Dramas,0
235,s1746,Movie,Ya no estoy aquí: Una conversación entre Guillermo del Toro y Alfonso Cuarón,Not Given,Pakistan,2020-11-03,2020,TV-PG,15 min,Documentaries,Documentaries,0,0
236,s1779,TV Show,Kongsuni and Friends,Not Given,Pakistan,2020-10-30,2020,TV-Y,2 Seasons,"Kids' TV, Korean TV Shows",Kids' TV, Korean TV Shows,0
237,s1890,TV Show,Pat a Pat Como,Not Given,Pakistan,2020-10-03,2016,TV-Y,1 Season,Kids' TV,Kids' TV,0,0
238,s1891,TV Show,Qurious Como,Not Given,Pakistan,2020-10-03,2017,TV-Y,1 Season,Kids' TV,Kids' TV,0,0
239,s2983,TV Show,Find Yourself,Not Given,Pakistan,2020-01-29,2020,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",International TV Shows, Romantic TV Shows, TV Comedies
240,s1915,TV Show,Journey of an African Colony,Not Given,Pakistan,2020-10-01,2018,TV-MA,1 Season,"Docuseries, International TV Shows",Docuseries, International TV Shows,0
241,s1953,TV Show,Mighty Little Bheem,Not Given,Pakistan,2020-09-25,2020,TV-Y,3 Seasons,"Kids' TV, TV Comedies",Kids' TV, TV Comedies,0
242,s171,Movie,Rhyme & Reason,Peter Spirer,United States,2021-09-01,1997,R,89 min,"Documentaries, Music & Musicals",Documentaries, Music & Musicals,0
243,s172,Movie,Same Kind of Different as Me,Michael Carney,United States,2021-09-01,2017,PG-13,120 min,"Dramas, Faith & Spirituality",Dramas, Faith & Spirituality,0
244,s173,Movie,School of Rock,Richard Linklater,United States,2021-09-01,2003,PG-13,110 min,"Comedies, Music & Musicals",Comedies, Music & Musicals,0
245,s174,Movie,Snervous Tyler Oakley,Amy Rice,United States,2021-09-01,2015,PG-13,83 min,"Documentaries, LGBTQ Movies",Documentaries, LGBTQ Movies,0
246,s175,Movie,Tears of the Sun,Antoine Fuqua,United States,2021-09-01,2003,R,121 min,"Action & Adventure, Dramas",Action & Adventure, Dramas,0
247,s176,Movie,The Blue Lagoon,Randal Kleiser,United States,2021-09-01,1980,R,105 min,"Dramas, Romantic Movies",Dramas, Romantic Movies,0
248,s177,Movie,The Golden Child,Michael Ritchie,United States,2021-09-01,1986,PG-13,94 min,"Action & Adventure, Comedies",Action & Adventure, Comedies,0
249,s178,Movie,The Guns of Navarone,J. Lee Thompson,United Kingdom,2021-09-01,1961,TV-14,156 min,"Action & Adventure, Classic Movies",Action & Adventure, Classic Movies,0
250,s179,Movie,The Interview,"Evan Goldberg, Seth Rogen",United States,2021-09-01,2014,R,112 min,"Action & Adventure, Comedies",Action & Adventure, Comedies,0
251,s180,Movie,The Nutty Professor,Tom Shadyac,United States,2021-09-01,1996,PG-13,95 min,"Comedies, Romantic Movies",Comedies, Romantic Movies,0
252,s181,Movie,The Nutty Professor II: The Klumps,Peter Segal,United States,2021-09-01,2000,PG-13,107 min,"Comedies, Romantic Movies",Comedies, Romantic Movies,0
253,s183,Movie,Welcome Home Roscoe Jenkins,Malcolm D. Lee,United States,2021-09-01,2008,PG-13,114 min,Comedies,Comedies,0,0
254,s184,Movie,In the Line of Fire,Wolfgang Petersen,United States,2021-08-31,1993,R,129 min,"Action & Adventure, Classic Movies",Action & Adventure, Classic Movies,0
255,s186,Movie,Untold: Crime & Penalties,"Chapman Way, Maclain Way",United States,2021-08-31,2021,TV-MA,86 min,"Documentaries, Sports Movies",Documentaries, Sports Movies,0
256,s1957,Movie,Zulu Man in Japan,Not Given,Pakistan,2020-09-25,2019,TV-MA,44 min,"Documentaries, International Movies, Music & Musicals",Documentaries, International Movies, Music & Musicals
257,s1974,TV Show,Fukrey Boyzzz,Not Given,Pakistan,2020-09-19,2020,TV-Y,1 Season,"Kids' TV, TV Comedies",Kids' TV, TV Comedies,0
258,s189,Movie,2 Alone in Paris,"Ramzy Bedia, Éric Judor",France,2021-08-28,2008,TV-MA,97 min,"Comedies, International Movies",Comedies, International Movies,0
259,s2041,TV Show,Transformers: Cyberverse,Not Given,Pakistan,2020-09-07,2020,TV-Y7,2 Seasons,Kids' TV,Kids' TV,0,0
260,s2059,TV Show,The Witcher: A Look Inside the Episodes,Not Given,Pakistan,2020-09-02,2020,TV-MA,1 Season,"Docuseries, TV Sci-Fi & Fantasy",Docuseries, TV Sci-Fi & Fantasy,0
261,s2124,TV Show,Dérè: An African Tale,Not Given,Pakistan,2020-08-15,2016,TV-PG,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",International TV Shows, Romantic TV Shows, TV Dramas
262,s2223,TV Show,Street Food: Latin America,Not Given,Pakistan,2020-07-21,2020,TV-PG,1 Season,"Docuseries, Spanish-Language TV Shows",Docuseries, Spanish-Language TV Shows,0
263,s2237,Movie,Little Singham: Legend of Dugabakka,Not Given,Pakistan,2020-07-15,2020,TV-Y7,68 min,"Children & Family Movies, Comedies",Children & Family Movies, Comedies,0
264,s2336,Movie,Seven (Telugu),Not Given,Pakistan,2020-06-26,2019,TV-14,116 min,"Dramas, International Movies, Romantic Movies",Dramas, International Movies, Romantic Movies
265,s191,Movie,Thimmarusu,Sharan Koppisetty,India,2021-08-28,2021,TV-14,125 min,"Dramas, International Movies",Dramas, International Movies,0
266,s192,Movie,Wind River,Taylor Sheridan,United Kingdom,2021-08-28,2017,R,107 min,"Dramas, Independent Movies",Dramas, Independent Movies,0
267,s193,Movie,C Kkompany,Sachin Yardi,India,2021-08-27,2008,TV-14,127 min,"Action & Adventure, Comedies, International Movies",Action & Adventure, Comedies, International Movies
268,s197,Movie,He's All That,Mark Waters,United States,2021-08-27,2021,TV-14,92 min,"Comedies, Romantic Movies",Comedies, Romantic Movies,0
269,s2395,TV Show,Dating Around,Not Given,Pakistan,2020-06-12,2020,TV-MA,2 Seasons,"Reality TV, Romantic TV Shows",Reality TV, Romantic TV Shows,0
270,s196,Movie,EMI: Liya Hai To Chukana Padega,Saurabh Kabra,India,2021-08-27,2008,TV-14,128 min,"Comedies, Dramas, International Movies",Comedies, Dramas, International Movies
271,s4655,TV Show,First and Last,Not Given,Pakistan,2018-09-07,2018,TV-MA,1 Season,Docuseries,Docuseries,0,0
272,s199,TV Show,King of Boys: The Return of the King,Kemi Adetiba,Nigeria,2021-08-27,2021,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",Crime TV Shows, International TV Shows, TV Dramas
273,s200,Movie,Koi Aap Sa,Partho Mitra,India,2021-08-27,2006,TV-14,135 min,"Comedies, Dramas, International Movies",Comedies, Dramas, International Movies
274,s201,Movie,Krishna Cottage,Santram Varma,India,2021-08-27,2004,TV-14,124 min,"Action & Adventure, Horror Movies, International Movies",Action & Adventure, Horror Movies, International Movies
275,s202,Movie,Kucch To Hai,"Anil V. Kumar, Anurag Basu",India,2021-08-27,2003,TV-14,136 min,"Dramas, International Movies, Thrillers",Dramas, International Movies, Thrillers
276,s203,Movie,Kyaa Kool Hai Hum,Sangeeth Sivan,India,2021-08-27,2005,TV-MA,165 min,"Comedies, International Movies, Music & Musicals",Comedies, International Movies, Music & Musicals
